word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million
clear,266,A1,adj,/klˈɪɹ/,rõ ràng; trong (suốt),The instructions are very clear.,FALSE,369,64.25,266
future,267,A1,n,/fjˈutʃɚ/,tương lai,Think about your future.,FALSE,370,64.24,266
ago,268,A1,adv,/əɡˈoʊ/,"cách đây, trước đây",I met her two years ago.,FALSE,372,64.24,265
remain,269,A1,v,/ɹɪmˈeɪn/,còn lại; vẫn,Few problems remain.,FALSE,374,64.24,265
top,270,A1,n,/tˈɑp/,đỉnh; phần trên,We climbed to the top of the hill.,FALSE,375,64.23,265
win,271,A1,v,/wˈɪn/,"thắng, chiến thắng",Our team won the match.,FALSE,377,64.21,264
color,272,A1,n,/kˈʌlɚ/,màu sắc,Blue is my favorite color.,FALSE,378,64.2,263
involve,273,A1,v,/ˌɪnvˈɑlv/,liên quan; bao gồm,The job involves a lot of travel.,FALSE,379,64.16,260
reach,274,A1,v,/ɹˈitʃ/,với tới; đạt tới; đến,We reached the station on time.,FALSE,380,64.15,260
social,275,A1,adj,/sˈoʊʃəl/,thuộc xã hội; xã giao,Humans are social animals.,FALSE,381,64.15,260
period,276,A1,n,/pˈɪɹiəd/,giai đoạn; thời kỳ; tiết học,This was a difficult period.,FALSE,382,64.13,259
note,277,A1,n,/nˈoʊt/,ghi chú; lời nhắn,She left me a short note.,FALSE,384,64.12,258
history,278,A1,n,/hˈɪstɚi/,lịch sử,I love reading about history.,FALSE,385,64.12,258
create,279,A1,v,/kɹiˈeɪt/,"tạo ra, sáng tạo",The artist created a beautiful work.,FALSE,386,64.11,258
drive,280,A1,v,/dɹˈaɪv/,lái xe,He drives to work every day.,FALSE,387,64.11,258
type,281,A1,n,/tˈaɪp/,"loại, kiểu",What type of book do you like?,FALSE,389,64.09,257
sound,282,A1,n,/sˈaʊnd/,âm thanh,I heard a strange sound.,FALSE,390,64.08,256
eye,283,A1,n,/ˈaɪ/,con mắt,She has beautiful blue eyes.,TRUE,391,64.07,256
music,284,A1,n,/mjˈuzɪk/,âm nhạc,I listen to music while I study.,FALSE,392,64.07,255
game,285,A1,n,/ɡˈeɪm/,trò chơi; trận đấu,Let's play a board game.,FALSE,393,64.07,255
political,286,A1,adj,/pəlˈɪtəkəl/,thuộc chính trị,He wrote a political article.,FALSE,394,64.06,255
free,287,A1,adj,/fɹˈi/,miễn phí; tự do; rảnh,Are you free this weekend?,FALSE,395,64.06,255
receive,288,A1,v,/ɹəsˈiv/,"nhận, nhận được",I received your letter today.,FALSE,396,64.05,254
moment,289,A1,n,/mˈoʊmənt/,khoảnh khắc; lúc,"Wait a moment, please.",FALSE,397,64.05,254
sale,290,A1,n,/sˈeɪl/,sự bán hàng; đợt giảm giá,The shop has a big sale today.,FALSE,398,64.04,254
policy,291,A1,n,/pˈɑləsi/,chính sách,The company changed its policy.,FALSE,399,64.04,253
further,292,A1,adj,/fˈɝðɚ/,xa hơn; thêm nữa,I need further information.,FALSE,400,63.99,251
body,293,A1,n,/bˈɑdi/,cơ thể; thân thể,Exercise is good for the body.,TRUE,401,63.98,250
require,294,A1,v,/ɹˌikwˈaɪɚ/,yêu cầu; đòi hỏi,This job requires patience.,FALSE,402,63.97,249
wait,295,A1,v,/wˈeɪt/,"chờ, đợi",Please wait for me here.,FALSE,403,63.96,249
general,296,A1,adj,/dʒˈɛnɚəl/,chung; tổng quát,This is just a general idea.,FALSE,404,63.95,248
appear,297,A1,v,/əpˈɪɹ/,xuất hiện; có vẻ,A rainbow appeared in the sky.,FALSE,405,63.95,248
team,298,A1,n,/tˈim/,"đội, nhóm",Our team works very well.,FALSE,407,63.95,248
easy,299,A1,adj,/ˈizi/,"dễ, dễ dàng",This test was easy.,FALSE,408,63.95,248
individual,300,A1,n,/ˌɪndəvˈɪdʒəwəl/,cá nhân,Each individual has rights.,FALSE,409,63.95,248
full,301,A1,adj,/fˈʊl/,đầy; no,The glass is full of water.,FALSE,410,63.95,248
black,302,A1,adj,/blˈæk/,màu đen,She wore a black dress.,FALSE,411,63.94,248
sense,303,A1,n,/sˈɛns/,giác quan; ý nghĩa; cảm giác,That makes no sense to me.,FALSE,412,63.92,247
perhaps,304,A1,adv,/pɚhˈæps/,có lẽ,Perhaps she forgot the time.,FALSE,413,63.91,246
add,305,A1,v,/ˈæd/,thêm vào; cộng,Add some salt to the soup.,FALSE,414,63.89,245
rule,306,A1,n,/ɹˈul/,"quy tắc, luật lệ",Follow the rules of the game.,FALSE,415,63.88,245
pass,307,A1,v,/pˈæs/,đi qua; vượt qua; đỗ,She passed the exam easily.,FALSE,416,63.86,243
produce,308,A1,v,/pɹədˈus/,sản xuất; tạo ra,This factory produces cars.,FALSE,417,63.86,243
sell,309,A1,v,/sˈɛl/,bán,They sell fresh fruit here.,FALSE,418,63.86,243
short,310,A1,adj,/ʃˈɔɹt/,ngắn; thấp,It was a short trip.,FALSE,419,63.81,241
agree,311,A1,v,/əɡɹˈi/,đồng ý,I agree with your idea.,FALSE,420,63.81,240
law,312,A1,n,/lˈɔ/,"luật, luật pháp",Everyone must obey the law.,FALSE,421,63.79,239
research,313,A1,n,/ɹisˈɝtʃ/,nghiên cứu,She does research on plants.,FALSE,423,63.75,237
cover,314,A1,v,/kˈʌvɚ/,che phủ; bao gồm,Snow covered the ground.,FALSE,424,63.73,236
paper,315,A1,n,/pˈeɪpɚ/,giấy; bài báo,Write your name on the paper.,TRUE,425,63.73,236
position,316,A1,n,/pəzˈɪʃən/,vị trí; chức vụ,He got a new position at work.,FALSE,426,63.72,236
human,317,A1,n,/hjˈumən/,con người,Humans need water to live.,FALSE,428,63.72,235
computer,318,A1,n,/kəmpjˈutɚ/,máy tính,I use a computer every day.,TRUE,429,63.72,235
situation,319,A1,n,/sˌɪtʃuˈeɪʃən/,"tình huống, hoàn cảnh",The situation is difficult.,FALSE,430,63.7,235
staff,320,A1,n,/stˈæf/,nhân viên (tập thể),The hotel staff are friendly.,FALSE,431,63.7,234
activity,321,A1,n,/æktˈɪvəti/,hoạt động,Swimming is my favorite activity.,FALSE,432,63.68,234
film,322,A1,n,/fˈɪlm/,phim,We watched a scary film.,FALSE,433,63.66,232
morning,323,A1,n,/mˈɔɹnɪŋ/,buổi sáng,I drink coffee every morning.,FALSE,434,63.65,232
war,324,A1,n,/wˈɔɹ/,chiến tranh,Many people suffered in the war.,FALSE,435,63.63,231
account,325,A1,n,/əkˈaʊnt/,tài khoản; sự tường thuật,I opened a bank account.,FALSE,436,63.63,231
shop,326,A1,n,/ʃˈɑp/,cửa hàng,There is a small shop nearby.,TRUE,437,63.62,230
major,327,A1,adj,/mˈeɪdʒɚ/,"chính, chủ yếu; lớn",This is a major problem.,FALSE,438,63.59,229
design,328,A1,n,/dɪzˈaɪn/,thiết kế; kiểu dáng,I like the design of this car.,FALSE,441,63.58,228
event,329,A1,n,/ɪvˈɛnt/,sự kiện,The concert was a big event.,FALSE,442,63.57,228
special,330,A1,adj,/spˈɛʃəl/,đặc biệt,Today is a special day.,FALSE,443,63.57,228
sometimes,331,A1,adv,/səmtˈaɪmz/,"đôi khi, thỉnh thoảng",Sometimes I walk to work.,FALSE,444,63.57,227
condition,332,A1,n,/kəndˈɪʃən/,điều kiện; tình trạng,The car is in good condition.,FALSE,445,63.54,226
carry,333,A1,v,/kˈæɹi/,"mang, xách; chở",She carried a heavy bag.,FALSE,446,63.54,226
choose,334,A1,v,/tʃˈuz/,"chọn, lựa chọn",Choose one answer only.,FALSE,447,63.53,225
father,335,A1,n,/fˈɑðɚ/,"cha, bố",My father is a teacher.,FALSE,448,63.51,225
decision,336,A1,n,/dɪsˈɪʒən/,quyết định,It was a hard decision.,FALSE,449,63.51,224
table,337,A1,n,/tˈeɪbəl/,cái bàn; bảng biểu,Put the plates on the table.,TRUE,450,63.5,224
certain,338,A1,adj,/sˈɝtən/,chắc chắn; nào đó,I am certain he will come.,FALSE,451,63.49,223
forward,339,A1,adv,/fˈɔɹwɚd/,về phía trước,Please move forward slowly.,FALSE,452,63.48,223
main,340,A1,adj,/mˈeɪn/,"chính, chủ yếu",What is the main idea?,FALSE,453,63.48,223
die,341,A1,v,/dˈaɪ/,"chết, qua đời",The old tree finally died.,FALSE,454,63.47,222
bear,342,A1,v,/bˈɛɹ/,chịu đựng; sinh (con),I can't bear this noise.,FALSE,455,63.45,222
cut,343,A1,v,/kˈʌt/,cắt; giảm,Cut the paper in half.,FALSE,456,63.45,221
describe,344,A1,v,/dɪskɹˈaɪb/,"mô tả, miêu tả",Can you describe the man?,FALSE,457,63.43,220
available,345,A1,adj,/əvˈeɪləbəl/,có sẵn; rảnh,Tickets are still available.,FALSE,459,63.42,220
especially,346,A1,adv,/əspˈɛʃli/,đặc biệt là,"I love fruit, especially mangoes.",FALSE,460,63.42,220
strong,347,A1,adj,/stɹˈɔŋ/,"mạnh, khỏe",He is very strong.,FALSE,461,63.38,218
rise,348,A1,v,/ɹˈaɪz/,tăng lên; mọc (mặt trời),The sun rises in the east.,FALSE,462,63.38,218
girl,349,A1,n,/ɡˈɝl/,"cô gái, bé gái",The little girl is smiling.,TRUE,463,63.37,217
maybe,350,A1,adv,/mˈeɪbi/,có lẽ,Maybe we should wait.,FALSE,464,63.37,217
community,351,A1,n,/kəmjˈunəti/,cộng đồng,Our community is very friendly.,FALSE,465,63.37,217
else,352,A1,adv,/ˈɛls/,"khác, nữa",What else do you need?,FALSE,466,63.34,216
particular,353,A1,adj,/pɚtˈɪkjəlɚ/,cụ thể; riêng biệt,Is there a particular color you like?,FALSE,467,63.33,215
role,354,A1,n,/ɹˈoʊl/,vai trò,She plays an important role.,FALSE,468,63.33,215
join,355,A1,v,/dʒˈɔɪn/,tham gia; nối,Would you like to join us?,FALSE,469,63.33,215
difficult,356,A1,adj,/dˈɪfəkəlt/,"khó, khó khăn",This is a difficult question.,FALSE,470,63.32,215
please,357,A1,v,/plˈiz/,làm hài lòng; làm ơn,Please close the door.,FALSE,471,63.28,213
detail,358,A1,n,/dɪtˈeɪl/,chi tiết,Tell me every detail.,FALSE,472,63.28,213
difference,359,A1,n,/dˈɪfɚəns/,sự khác nhau,What is the difference between them?,FALSE,473,63.27,212
action,360,A1,n,/ˈækʃən/,hành động,We must take action now.,FALSE,474,63.21,210
health,361,A1,n,/hˈɛlθ/,sức khỏe,Good health is important.,FALSE,475,63.21,209
eat,362,A1,v,/ˈit/,ăn,We eat dinner at seven.,FALSE,476,63.19,209
step,363,A1,n,/stˈɛp/,bước; bậc thang,Take a step forward.,FALSE,477,63.18,208
TRUE,364,A1,adj,/tɹˈu/,"đúng, thật",Is this story true?,FALSE,478,63.17,208
phone,365,A1,n,/fˈoʊn/,điện thoại,My phone is out of battery.,TRUE,479,63.16,207
draw,366,A1,v,/dɹˈɔ/,vẽ; kéo,She can draw very well.,FALSE,481,63.15,207
white,367,A1,adj,/wˈaɪt/,màu trắng,He wore a white shirt.,FALSE,482,63.14,206
date,368,A1,n,/dˈeɪt/,ngày tháng; cuộc hẹn hò,What is the date today?,FALSE,483,63.13,205
practice,369,A1,n,/pɹˈæktəs/,sự luyện tập; thực hành,Practice makes perfect.,FALSE,484,63.12,205
model,370,A1,n,/mˈɑdəl/,mẫu; người mẫu; mô hình,This is the latest model.,FALSE,485,63.12,205
raise,371,A1,v,/ɹˈeɪz/,nâng lên; nuôi; tăng,Raise your hand to speak.,FALSE,486,63.11,205
customer,372,A1,n,/kˈʌstəmɚ/,khách hàng,The customer wants a refund.,FALSE,487,63.11,205
front,373,A1,n,/fɹˈʌnt/,"phía trước, mặt trước",Sit in the front row.,FALSE,488,63.07,203
explain,374,A1,v,/ɪksplˈeɪn/,giải thích,Can you explain this rule?,FALSE,489,63.06,202
door,375,A1,n,/dˈɔɹ/,cái cửa,Please shut the door quietly.,TRUE,490,63.05,202
outside,376,A1,adv,/ˈaʊtsˈaɪd/,bên ngoài,The children are playing outside.,FALSE,491,63.02,200
economic,377,A1,adj,/ˌɛkənˈɑmɪk/,thuộc kinh tế,The country faces economic problems.,FALSE,493,62.99,199
site,378,A1,n,/sˈaɪt/,địa điểm; khu; trang web,This is a good building site.,FALSE,494,62.98,199
approach,379,A1,n,/əpɹˈoʊtʃ/,cách tiếp cận; sự đến gần,We need a new approach.,FALSE,495,62.98,199
teacher,380,A1,n,/tˈitʃɚ/,giáo viên,Our teacher is very kind.,TRUE,496,62.98,199
land,381,A1,n,/lˈænd/,đất; đất đai,They bought some land.,FALSE,497,62.94,197
charge,382,A1,v,/tʃˈɑɹdʒ/,tính phí; sạc; buộc tội,They charge ten dollars per hour.,FALSE,498,62.94,197
finally,383,A1,adv,/fˈaɪnəli/,cuối cùng,"Finally, the bus arrived.",FALSE,499,62.93,197
sign,384,A1,n,/sˈaɪn/,dấu hiệu; biển báo,"The sign says ""no parking"".",TRUE,500,62.93,197
claim,385,A1,v,/klˈeɪm/,tuyên bố; đòi (quyền),He claims to be innocent.,FALSE,501,62.93,196
relationship,386,A1,n,/ɹilˈeɪʃənʃˌɪp/,mối quan hệ,They have a good relationship.,FALSE,502,62.93,196
travel,387,A1,v,/tɹˈævəl/,đi du lịch; di chuyển,I love to travel abroad.,FALSE,503,62.91,195
enjoy,388,A1,v,/ˌɛndʒˈɔɪ/,"thích thú, tận hưởng",I enjoy reading in the evening.,FALSE,504,62.89,195
death,389,A1,n,/dˈɛθ/,cái chết,His death shocked everyone.,FALSE,505,62.89,194
nice,390,A1,adj,/nˈaɪs/,"tốt, dễ chịu, đẹp",Have a nice day!,FALSE,506,62.86,193
amount,391,A1,n,/əmˈaʊnt/,"số lượng, lượng",A large amount of money was lost.,FALSE,507,62.86,193
improve,392,A1,v,/ˌɪmpɹˈuv/,"cải thiện, nâng cao",I want to improve my English.,FALSE,508,62.83,192
picture,393,A1,n,/pˈɪktʃɚ/,"bức tranh, bức ảnh",She drew a picture of a cat.,TRUE,509,62.83,192
boy,394,A1,n,/bˈɔɪ/,"cậu bé, con trai",The boy is riding a bike.,TRUE,510,62.83,192
regard,395,A1,v,/ɹɪɡˈɑɹd/,xem như; coi trọng,I regard him as a friend.,FALSE,511,62.82,191
organization,396,A1,n,/ˌɔɹɡənəzˈeɪʃən/,tổ chức,She works for a large organization.,FALSE,512,62.82,191
happy,397,A1,adj,/hˈæpi/,"vui, hạnh phúc",I am happy to see you.,FALSE,513,62.81,191
couple,398,A1,n,/kˈʌpəl/,một cặp; đôi vợ chồng,The couple is dancing.,FALSE,514,62.81,191
act,399,A1,v,/ˈækt/,hành động; diễn (kịch),We must act quickly.,FALSE,515,62.8,190
range,400,A1,n,/ɹˈeɪndʒ/,phạm vi; dãy,The shop sells a wide range of goods.,FALSE,516,62.79,190
quality,401,A1,n,/kwˈɑləti/,chất lượng,This product has high quality.,FALSE,517,62.78,190
project,402,A1,n,/pɹˈɑdʒɛkt/,dự án,We are working on a new project.,FALSE,518,62.78,190
round,403,A1,adj,/ɹˈaʊnd/,tròn,The table is round.,FALSE,519,62.77,189
opportunity,404,A1,n,/ˌɑpɚtˈunəti/,cơ hội,This is a great opportunity.,FALSE,520,62.76,189
road,405,A1,n,/ɹˈoʊd/,con đường,The road is very busy today.,TRUE,521,62.76,189
accord,406,A1,n,/əkˈɔɹd/,sự đồng thuận; hiệp định,They reached an accord after talks.,FALSE,522,62.74,188
list,407,A1,n,/lˈɪst/,danh sách,Make a list of what you need.,FALSE,523,62.73,187
wish,408,A1,v,/wˈɪʃ/,"ước, mong",I wish you good luck.,FALSE,524,62.73,187
wear,409,A1,v,/wˈɛɹ/,"mặc, đội, đeo",She wears glasses.,FALSE,526,62.71,187
fund,410,A1,n,/fˈʌnd/,quỹ; ngân quỹ,They raised a fund for the school.,FALSE,527,62.71,187
rest,411,A1,n,/ɹˈɛst/,sự nghỉ ngơi; phần còn lại,You need some rest.,FALSE,528,62.71,186
kid,412,A1,n,/kˈɪd/,đứa trẻ,The kids are playing outside.,FALSE,529,62.7,186
industry,413,A1,n,/ˈɪndəstɹi/,ngành công nghiệp,The tech industry is growing.,FALSE,530,62.68,185
education,414,A1,n,/ˌɛdʒəkˈeɪʃən/,giáo dục,Education is very important.,FALSE,531,62.67,185
measure,415,A1,v,/mˈɛʒɚ/,"đo, đo lường",Measure the length of the table.,FALSE,532,62.67,185
kill,416,A1,v,/kˈɪl/,giết; làm chết,The frost killed the plants.,FALSE,533,62.65,184
serve,417,A1,v,/sˈɝv/,phục vụ; phụng sự,She serves food at the restaurant.,FALSE,534,62.64,184
likely,418,A1,adj,/lˈaɪkli/,"có khả năng, có thể xảy ra",It is likely to rain today.,FALSE,535,62.62,183
certainly,419,A1,adv,/sˈɝtənli/,"chắc chắn, dĩ nhiên",I will certainly help you.,FALSE,536,62.59,182
national,420,A1,adj,/nˈæʃənəl/,thuộc quốc gia,Football is our national sport.,FALSE,537,62.58,181
teach,421,A1,v,/tˈitʃ/,"dạy, giảng dạy",She teaches English at a school.,FALSE,539,62.57,181
field,422,A1,n,/fˈild/,cánh đồng; lĩnh vực,The farmer works in the field.,TRUE,540,62.57,181
security,423,A1,n,/sɪkjˈʊɹəti/,an ninh; sự an toàn,Airport security is very strict.,FALSE,541,62.54,180
air,424,A1,n,/ˈɛɹ/,không khí,The mountain air is fresh.,FALSE,542,62.53,179
benefit,425,A1,n,/bˈɛnəfɪt/,lợi ích,Exercise has many benefits.,FALSE,543,62.53,179
trade,426,A1,n,/tɹˈeɪd/,thương mại; sự trao đổi,Trade between the two countries grew.,FALSE,544,62.52,179
risk,427,A1,n,/ɹˈɪsk/,"rủi ro, nguy cơ",Smoking is a health risk.,FALSE,545,62.52,179
news,428,A1,n,/nˈuz/,tin tức,I watch the news every evening.,FALSE,546,62.51,178
standard,429,A1,n,/stˈændɚd/,tiêu chuẩn,The hotel meets high standards.,FALSE,547,62.5,178
vote,430,A1,v,/vˈoʊt/,"bỏ phiếu, bầu",Everyone should vote in the election.,FALSE,548,62.49,177
percent,431,A1,n,/pɚsˈɛnt/,phần trăm,Ninety percent of students passed.,FALSE,549,62.49,177
focus,432,A1,v,/fˈoʊkəs/,tập trung,Focus on your studies.,FALSE,550,62.48,177
stage,433,A1,n,/stˈeɪdʒ/,sân khấu; giai đoạn,The singer walked onto the stage.,FALSE,551,62.47,177
space,434,A1,n,/spˈeɪs/,không gian; khoảng trống; vũ trụ,There is no space in the room.,FALSE,552,62.46,176
instead,435,A1,adv,/ˌɪnstˈɛd/,"thay vì, thay vào đó",Let's walk instead of driving.,FALSE,553,62.46,176
realize,436,A1,v,/ɹˈiəlˌaɪz/,nhận ra; thực hiện,I didn't realize it was so late.,FALSE,554,62.46,176
usually,437,A1,adv,/jˈuʒəwəli/,thường thường,I usually get up at six.,FALSE,555,62.44,175
data,438,A1,n,/dˈeɪtə/,dữ liệu,We collected a lot of data.,FALSE,556,62.42,174
single,439,A1,adj,/sˈɪŋɡəl/,đơn; độc thân; duy nhất,She lives in a single room.,FALSE,557,62.41,174
address,440,A1,n,/ˈædɹˌɛs/,địa chỉ,Please write down your address.,FALSE,558,62.37,173
performance,441,A1,n,/pɚfˈɔɹməns/,sự biểu diễn; hiệu suất,Her performance was excellent.,FALSE,559,62.36,172
chance,442,A1,n,/tʃˈæns/,cơ hội; khả năng,Give me another chance.,FALSE,560,62.36,172
accept,443,A1,v,/æksˈɛpt/,"chấp nhận, nhận",Please accept my apology.,FALSE,561,62.36,172
society,444,A1,n,/səsˈaɪəti/,xã hội,We live in a modern society.,FALSE,562,62.35,172
technology,445,A1,n,/tɛknˈɑlədʒi/,công nghệ,Technology changes very fast.,FALSE,563,62.35,172
mention,446,A1,v,/mˈɛnʃən/,"đề cập, nhắc đến",She mentioned your name.,FALSE,564,62.35,172
choice,447,A1,n,/tʃˈɔɪs/,sự lựa chọn,You have no choice.,FALSE,565,62.33,171
save,448,A1,v,/sˈeɪv/,tiết kiệm; cứu; lưu,Save your money for the future.,FALSE,566,62.33,171
common,449,A1,adj,/kˈɑmən/,phổ biến; chung,This is a common mistake.,FALSE,567,62.32,170
culture,450,A1,n,/kˈʌltʃɚ/,văn hóa,I love learning about other cultures.,FALSE,568,62.29,170
total,451,A1,n,/tˈoʊtəl/,tổng số,The total is fifty dollars.,FALSE,569,62.28,169
demand,452,A1,n,/dɪmˈænd/,nhu cầu; yêu cầu,There is high demand for teachers.,FALSE,570,62.27,169
material,453,A1,n,/mətˈɪɹiəl/,vật liệu; tài liệu,We need building materials.,TRUE,571,62.26,168
limit,454,A1,n,/lˈɪmət/,giới hạn,There is a speed limit here.,FALSE,572,62.25,168
listen,455,A1,v,/lˈɪsən/,"nghe, lắng nghe",Listen to me carefully.,FALSE,573,62.25,168
due,456,A1,adj,/dˈu/,đến hạn; do bởi,The report is due tomorrow.,FALSE,574,62.23,167
wrong,457,A1,adj,/ɹˈɔŋ/,sai; hỏng,You gave the wrong answer.,FALSE,575,62.23,167
foot,458,A1,n,/fˈʊt/,bàn chân,My foot hurts.,TRUE,576,62.22,167
effort,459,A1,n,/ˈɛfɚt/,"sự nỗ lực, cố gắng",Please make an effort.,FALSE,577,62.22,167
attention,460,A1,n,/ətˈɛnʃən/,sự chú ý,May I have your attention?,FALSE,578,62.21,166
check,461,A1,v,/tʃˈɛk/,kiểm tra,Check your answers carefully.,FALSE,580,62.2,166
complete,462,A1,v,/kəmplˈit/,hoàn thành,"Complete the form, please.",FALSE,581,62.2,166
lie,463,A1,v,/lˈaɪ/,nói dối; nằm,Don't lie to me.,FALSE,582,62.19,166
pick,464,A1,v,/pˈɪk/,chọn; hái; nhặt,"Pick a card, any card.",FALSE,583,62.19,166
reduce,465,A1,v,/ɹədˈus/,"giảm, làm giảm",We must reduce waste.,FALSE,584,62.19,165
personal,466,A1,adj,/pˈɝsɪnəl/,cá nhân; riêng tư,This is a personal matter.,FALSE,585,62.19,165
ground,467,A1,n,/ɡɹˈaʊnd/,mặt đất; nền,The ball fell to the ground.,TRUE,586,62.18,165
animal,468,A1,n,/ˈænəməl/,"động vật, con vật",The zoo has many wild animals.,TRUE,587,62.17,165
arrive,469,A1,v,/ɚˈaɪv/,"đến, tới",The train arrives at noon.,FALSE,588,62.17,165
patient,470,A1,n,/pˈeɪʃənt/,bệnh nhân,The doctor sees many patients.,FALSE,589,62.17,165
current,471,A1,adj,/kˈɝənt/,hiện tại; hiện thời,What is the current time?,FALSE,590,62.15,164
century,472,A1,n,/sˈɛntʃɚi/,thế kỷ,This church is a century old.,FALSE,591,62.14,163
evidence,473,A1,n,/ˈɛvədəns/,bằng chứng,There is no evidence of a crime.,FALSE,592,62.13,163
exist,474,A1,v,/ɪɡzˈɪst/,tồn tại,Dinosaurs no longer exist.,FALSE,593,62.13,163
similar,475,A1,adj,/sˈɪməlɚ/,"tương tự, giống nhau",These two bags are similar.,FALSE,594,62.12,163
fight,476,A1,v,/fˈaɪt/,chiến đấu; đánh nhau,The soldiers fought bravely.,FALSE,595,62.12,163
leader,477,A1,n,/lˈidɚ/,người lãnh đạo,She is a strong leader.,FALSE,596,62.12,163
